metric, value, unit
operation, dlio,
ranks, 4,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, NO,
collective data, NO,
train total size, 63.000, GB
train size per rank, 15.750, GB
train emulated compute time per epoch, "11.628, 11.628, 11.628, 11.628, 11.628", "s, s, s, s, s"
train emulated compute time, 58.140, s
train metadata time per epoch, "0.982, 0.999, 1.022, 1.033, 0.979", "s, s, s, s, s"
train metadata time, 5.014, s
train raw read time per epoch, "7.734, 7.633, 7.726, 7.686, 7.696", "s, s, s, s, s"
train total raw read time, 38.476, s
train raw read rate per epoch, "2.036, 2.062, 2.038, 2.049, 2.046", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg raw read rate, 2.046, GB/s
train observed time per epoch, "20.817, 20.832, 20.684, 20.666, 20.561", "s, s, s, s, s"
train observed time, 103.561, s
train observed rate per epoch, "1.714, 1.711, 1.739, 1.742, 1.763", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg observed rate, 1.733, GB/s
train throughput samples per second per epoch, "12.105, 12.097, 12.184, 12.194, 12.256", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 12.167, samples/s
train throughput stdev samples per second, 0.059, samples/s
train io avg, 778.688, MB/s
train io stdev, 3.805, MB/s
eval total size, 16.000, GB
eval size per rank, 4.000, GB
eval emulated compute time per epoch, "10.336, 10.336, 10.336, 10.336, 10.336", "s, s, s, s, s"
eval emulated compute time, 51.680, s
eval metadata time per epoch, "0.314, 0.276, 0.284, 0.281, 0.360", "s, s, s, s, s"
eval metadata time, 1.515, s
eval raw read time per epoch, "2.080, 2.023, 1.991, 1.980, 1.987", "s, s, s, s, s"
eval total raw read time, 10.061, s
eval raw read rate per epoch, "1.923, 1.976, 2.008, 2.020, 2.012", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 1.988, GB/s
eval observed time per epoch, "12.843, 12.767, 12.747, 12.716, 12.841", "s, s, s, s, s"
eval observed time, 63.915, s
eval observed rate per epoch, "1.595, 1.646, 1.658, 1.680, 1.596", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg observed rate, 1.635, GB/s
eval throughput samples per second per epoch, "4.983, 5.013, 5.021, 5.033, 4.984", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 5.007, samples/s
eval throughput stdev samples per second, 0.020, samples/s
eval io avg, 320.433, MB/s
eval io stdev, 1.276, MB/s
