metric, value, unit
operation, dlio,
ranks, 8,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, NO,
collective data, NO,
train total size, 63.000, GB
train size per rank, 7.875, GB
train emulated compute time per epoch, "5.814, 5.814, 5.814, 5.814, 5.814", "s, s, s, s, s"
train emulated compute time, 29.070, s
train metadata time per epoch, "0.583, 0.585, 0.549, 0.527, 0.586", "s, s, s, s, s"
train metadata time, 2.829, s
train raw read time per epoch, "4.436, 4.402, 4.431, 4.372, 4.379", "s, s, s, s, s"
train total raw read time, 22.020, s
train raw read rate per epoch, "1.774, 1.788, 1.776, 1.801, 1.798", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg raw read rate, 1.788, GB/s
train observed time per epoch, "11.333, 11.400, 11.348, 11.180, 11.149", "s, s, s, s, s"
train observed time, 56.410, s
train observed rate per epoch, "1.427, 1.409, 1.423, 1.467, 1.476", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg observed rate, 1.440, GB/s
train throughput samples per second per epoch, "11.118, 11.053, 11.103, 11.270, 11.301", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 11.169, samples/s
train throughput stdev samples per second, 0.098, samples/s
train io avg, 714.826, MB/s
train io stdev, 6.286, MB/s
eval total size, 16.000, GB
eval size per rank, 2.000, GB
eval emulated compute time per epoch, "5.168, 5.168, 5.168, 5.168, 5.168", "s, s, s, s, s"
eval emulated compute time, 25.840, s
eval metadata time per epoch, "0.249, 0.187, 0.189, 0.157, 0.248", "s, s, s, s, s"
eval metadata time, 1.030, s
eval raw read time per epoch, "1.213, 1.170, 1.130, 1.154, 1.107", "s, s, s, s, s"
eval total raw read time, 5.773, s
eval raw read rate per epoch, "1.648, 1.708, 1.769, 1.732, 1.807", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 1.733, GB/s
eval observed time per epoch, "6.940, 8.116, 6.817, 6.703, 6.899", "s, s, s, s, s"
eval observed time, 35.476, s
eval observed rate per epoch, "1.128, 694.618, 1.212, 1.303, 1.155", "GB/s, MB/s, GB/s, GB/s, GB/s"
eval avg observed rate, 1.095, GB/s
eval throughput samples per second per epoch, "4.611, 3.943, 4.694, 4.774, 4.639", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 4.532, samples/s
eval throughput stdev samples per second, 0.300, samples/s
eval io avg, 290.046, MB/s
eval io stdev, 19.192, MB/s
