metric, value, unit
operation, dlio,
ranks, 16,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 63.000, GB
train size per rank, 3.938, GB
train emulated compute time per epoch, "2.907, 2.907, 2.907, 2.907, 2.907", "s, s, s, s, s"
train emulated compute time, 14.535, s
train metadata time per epoch, "0.542, 0.435, 0.409, 0.487, 0.409", "s, s, s, s, s"
train metadata time, 2.282, s
train raw read time per epoch, "4.288, 4.213, 3.985, 3.911, 3.925", "s, s, s, s, s"
train total raw read time, 20.321, s
train raw read rate per epoch, "940.220, 957.060, 1011.901, 1.007, 1.003", "MB/s, MB/s, MB/s, GB/s, GB/s"
train avg raw read rate, 993.509, MB/s
train observed time per epoch, "8.322, 7.880, 7.634, 7.506, 7.453", "s, s, s, s, s"
train observed time, 38.796, s
train observed rate per epoch, "744.598, 810.770, 852.915, 876.689, 886.894", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 834.373, MB/s
train throughput samples per second per epoch, "7.570, 7.995, 8.252, 8.393, 8.453", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 8.133, samples/s
train throughput stdev samples per second, 0.322, samples/s
train io avg, 520.489, MB/s
train io stdev, 20.636, MB/s
eval total size, 16.000, GB
eval size per rank, 1.000, GB
eval emulated compute time per epoch, "2.584, 2.584, 2.584, 2.584, 2.584", "s, s, s, s, s"
eval emulated compute time, 12.920, s
eval metadata time per epoch, "0.200, 0.164, 0.186, 0.149, 0.253", "s, s, s, s, s"
eval metadata time, 0.952, s
eval raw read time per epoch, "1.341, 1.061, 0.923, 0.915, 0.745", "s, s, s, s, s"
eval total raw read time, 4.985, s
eval raw read rate per epoch, "762.939, 965.118, 1.083, 1.092, 1.342", "MB/s, MB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 1.041, GB/s
eval observed time per epoch, "4.494, 5.140, 3.804, 3.822, 3.787", "s, s, s, s, s"
eval observed time, 21.048, s
eval observed rate per epoch, "536.019, 400.557, 839.239, 826.974, 851.400", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 690.838, MB/s
eval throughput samples per second per epoch, "3.560, 3.113, 4.206, 4.186, 4.225", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 3.858, samples/s
eval throughput stdev samples per second, 0.449, samples/s
eval io avg, 246.909, MB/s
eval io stdev, 28.735, MB/s
